batter,team,matches,innings,dismisals,not_out,runs,balls,fours,sixes,50s,100s,highest_score,strike_rate,average
LS Baker,West Indies,3,3,1,2,11,17,2,0,0,0,11,64.71,11.0
LS Greenway,England,23,23,18,5,732,1112,71,1,3,1,125,65.83,40.67
LS Livingstone,England,34,34,28,6,912,867,55,50,4,1,124,105.19,32.57
LV van Beek,Netherlands,31,32,21,11,505,610,34,15,1,0,59,82.79,24.05
Lata Mondal,Bangladesh,12,12,11,1,170,349,15,0,0,0,33,48.71,15.45
Liton Das,Bangladesh,85,85,79,6,2181,2594,237,40,10,4,176,84.08,27.61
Lovepreet Singh,United Arab Emirates,2,2,2,0,9,26,1,0,0,0,6,34.62,4.5
M Bhanuka,Sri Lanka,6,6,6,0,140,199,13,2,0,0,36,70.35,23.33
M Commins,Ireland,1,1,1,0,6,13,0,0,0,0,6,46.15,6.0
M Daniels,South Africa,7,7,1,6,34,70,4,0,0,0,11,48.57,34.0
M De Ridder,South Africa,3,3,0,0,45,74,3,0,0,0,26,60.81,inf
M Dillon,West Indies,10,10,8,2,44,52,3,1,0,0,10,84.62,5.5
M Faisal,Scotland,2,2,2,0,30,73,3,0,0,0,26,41.1,15.0
M Faraz Akram,Zimbabwe,2,2,2,0,6,12,1,0,0,0,5,50.0,3.0
M Gill,Canada,5,5,4,1,124,172,13,1,2,0,59,72.09,31.0
M Jansen,South Africa,26,26,21,5,553,508,44,25,2,0,75,108.86,26.33
M Joshi,India,4,4,3,1,20,32,2,0,0,0,12,62.5,6.67
M Kaif,India,64,64,53,11,1314,2062,120,1,11,0,93,63.72,24.79
M Kapp,South Africa,96,96,69,27,2590,2984,256,28,14,3,121,86.8,37.54
M Karg,Namibia,2,2,2,0,45,66,4,1,0,0,41,68.18,22.5
M Kartik,India,8,8,5,3,102,137,9,1,0,0,32,74.45,20.4
M Klaas,South Africa,36,36,24,12,139,329,13,0,0,0,15,42.25,5.79
M Kornet,Netherlands,2,2,2,0,0,9,0,0,0,0,0,0.0,0.0
M Labuschagne,Australia,57,57,53,4,1857,2249,152,10,12,2,124,82.57,35.04
M Levitt,Netherlands,17,17,17,0,443,533,53,14,1,0,57,83.11,26.06
M Madara,Sri Lanka,5,5,5,0,13,54,1,0,0,0,9,24.07,2.6
M Mangru,West Indies,4,4,4,0,31,76,3,0,0,0,15,40.79,7.75
M Mani,India,2,2,1,1,54,60,5,0,0,0,46,90.0,54.0
M Mavunga,Zimbabwe,3,3,2,1,4,19,0,0,0,0,2,21.05,2.0
M McColl,Scotland,11,11,11,0,209,258,21,1,1,0,57,81.01,19.0
M Morkel,South Africa,42,42,29,13,268,364,24,7,0,0,32,73.63,9.24
M Mpongwana,South Africa,1,1,0,0,1,2,0,0,0,0,1,50.0,inf
M Mupachikwa,Zimbabwe,27,27,26,1,621,1126,62,0,4,0,77,55.15,23.88
M Muralitharan,Sri Lanka,64,64,43,21,317,386,30,7,0,0,32,82.12,7.37
M Musonda,Zimbabwe,13,13,12,1,262,405,28,0,0,1,103,64.69,21.83
M Nanayakkara,Sri Lanka,3,3,3,0,14,34,1,0,0,0,13,41.18,4.67
M Ntini,South Africa,26,26,14,12,101,153,7,4,0,0,16,66.01,7.21
M Pathirana,Sri Lanka,5,5,4,1,10,33,2,0,0,0,5,30.3,2.5
M Patwardhan,United States of America,2,2,2,0,1,13,0,0,0,0,1,7.69,0.5
M Prasidh Krishna,India,6,6,2,4,2,18,0,0,0,0,2,11.11,1.0
M Pushpakumara,Sri Lanka,1,1,0,0,7,21,0,0,0,0,7,33.33,inf
M Raj,India,70,70,51,19,2949,4320,298,13,30,2,125,68.26,57.82
M Shehani,Sri Lanka,1,1,1,0,11,19,1,0,0,0,11,57.89,11.0
M Shiraz,Sri Lanka,1,1,0,0,1,1,0,0,0,0,1,100.0,inf
M Shumba,Zimbabwe,6,6,4,2,40,83,3,0,0,0,26,48.19,10.0
M Smit,South Africa,5,5,4,1,116,152,15,0,1,0,56,76.32,29.0
M Spoors,Canada,4,4,4,0,80,146,9,2,0,0,33,54.79,20.0
M Terblanche,South Africa,4,4,4,0,80,137,10,0,0,0,49,58.39,20.0
M Theekshana,Sri Lanka,30,30,18,12,284,580,19,1,0,0,38,48.97,15.78
M Tom,Papua New Guinea,3,3,1,2,3,7,0,0,0,0,3,42.86,3.0
M Vijay,India,16,16,16,0,339,516,33,3,1,0,72,65.7,21.19
M Zondeki,Africa XI,2,2,1,1,1,3,0,0,0,0,1,33.33,1.0
M du Preez,South Africa,81,81,65,16,2223,3194,215,5,11,0,90,69.6,34.2
M van Jaarsveld,South Africa,4,4,4,0,29,57,2,0,0,0,13,50.88,7.25
M van Lingen,Namibia,37,37,32,5,1300,1442,150,29,5,5,133,90.15,40.62
M van Schoor,Namibia,5,5,4,1,58,111,3,1,0,0,24,52.25,14.5
MA Abbas,New Zealand,3,3,3,0,104,107,6,4,1,0,52,97.2,34.67
MA Agarwal,India,5,5,5,0,86,91,12,1,0,0,32,94.51,17.2
MA Aponso,Sri Lanka,7,7,3,4,10,45,0,0,0,0,4,22.22,3.33
MA Carberry,England,6,6,6,0,114,181,14,0,1,0,63,62.98,19.0
MA Jones,Scotland,14,14,14,0,385,582,36,3,3,0,87,66.15,27.5
MA Leask,Scotland,66,66,53,13,1481,1328,115,64,8,1,107,111.52,27.94
MA Ouma,Kenya,26,26,24,2,468,855,49,2,1,0,54,54.74,19.5
MA Starc,Australia,68,68,49,19,579,770,43,14,1,0,52,75.19,11.82
MA Suji,Kenya,7,7,3,4,36,51,1,1,0,0,15,70.59,12.0
MA Vermeulen,Zimbabwe,29,29,28,1,517,796,63,1,3,0,92,64.95,18.46
MA Wood,England,22,22,11,11,147,143,13,5,0,0,43,102.8,13.36
MAA Sanjeewani,Sri Lanka,41,41,35,6,575,949,42,2,1,0,55,60.59,16.43
MADD Surangika,Sri Lanka,34,34,28,6,642,1210,59,1,3,0,84,53.06,22.93
MADI Hemantha,Sri Lanka,3,3,1,2,17,21,2,1,0,0,13,80.95,17.0
MB Kruger,Namibia,17,17,17,0,393,582,31,5,2,0,80,67.53,23.12
MB Loye,England,7,7,7,0,142,190,19,5,0,0,45,74.74,20.29
MBS Jonkman,Netherlands,3,3,2,1,20,33,2,0,0,0,15,60.61,10.0
MC Henriques,Australia,15,15,13,2,117,192,10,0,0,0,22,60.94,9.0
MC Patel,India,2,2,2,0,13,35,1,0,0,0,9,37.14,6.5
MC Sorensen,Ireland,7,7,5,2,119,153,11,3,0,0,31,77.78,23.8
MD Bates,New Zealand,1,1,1,0,13,10,1,1,0,0,13,130.0,13.0
MD Botha,United Arab Emirates,7,7,5,2,103,154,8,0,0,0,42,66.88,20.6
MD Dai,Papua New Guinea,10,10,9,1,277,367,26,5,2,0,76,75.48,30.78
MD Gunathilaka,Sri Lanka,45,45,44,1,1592,1899,171,20,11,2,133,83.83,36.18
MD Patel,United States of America,66,66,63,3,2132,2682,173,30,16,3,130,79.49,33.84
MD Shanaka,Sri Lanka,56,56,51,5,1153,1317,87,38,4,2,108,87.55,22.61
MD du Preez,Namibia,3,3,3,0,14,45,0,0,0,0,5,31.11,4.67
MDK Perera,Sri Lanka,12,12,12,0,152,207,13,3,0,0,30,73.43,12.67
MDKJ Perera,Sri Lanka,107,107,103,4,3077,3375,344,51,16,6,135,91.17,29.87
MDN Hansika,Sri Lanka,24,24,24,0,357,748,43,0,0,0,48,47.73,14.88
MDT Kamini,India,9,9,7,2,353,556,46,5,1,2,113,63.49,50.43
ME Bouchier,England,15,15,13,2,482,466,74,5,2,1,100,103.43,37.08
ME Sanuth,Oman,2,2,2,0,46,41,5,1,0,0,40,112.2,23.0
ME Trescothick,England,63,63,59,4,2109,2584,280,13,11,6,121,81.62,35.75
MEC de Fouw,Netherlands,2,2,1,1,11,85,1,0,0,0,11,12.94,11.0
MEK Hussey,Australia,148,148,110,38,5076,6012,354,70,37,3,109,84.43,46.15
MEMO Scott-Hayward,Ireland,2,2,2,0,11,23,1,0,0,0,11,47.83,5.5
MF Fahey,New Zealand,1,1,1,0,0,7,0,0,0,0,0,0.0,0.0
MF Kendal,Ireland,3,3,3,0,30,87,3,0,0,0,16,34.48,10.0
MF Maharoof,Sri Lanka,60,60,50,10,799,991,60,17,1,0,58,80.63,15.98
MG Bevan,Australia,25,25,18,7,755,1177,49,6,6,0,74,64.15,41.94
MG Bracewell,New Zealand,37,37,26,11,956,905,77,43,3,2,140,105.64,36.77
MG Erasmus,Namibia,59,60,55,5,2031,2701,165,46,17,1,121,75.19,36.93
MG Johnson,Australia,87,87,57,30,934,1002,80,22,2,0,73,93.21,16.39
MG Neser,Australia,4,4,4,0,11,29,0,0,0,0,6,37.93,2.75
MH Cross,Scotland,82,82,80,2,1877,2690,161,18,10,2,114,69.78,23.46
MH Yardy,England,24,24,16,8,326,490,20,1,2,0,60,66.53,20.38
MHW Papps,New Zealand,2,2,2,0,32,63,4,0,0,0,29,50.79,16.0
MJ Bulow,Australia,1,1,1,0,50,74,9,0,1,0,50,67.57,50.0
MJ Clarke,Australia,198,198,161,37,6988,9095,578,45,50,8,130,76.83,43.4
MJ Cosgrove,Australia,2,2,2,0,78,81,7,2,1,0,74,96.3,39.0
MJ Fourie,Ireland,2,2,1,1,5,13,0,0,0,0,4,38.46,5.0
MJ Guptill,New Zealand,190,191,175,16,7125,8358,734,184,38,17,237,85.25,40.71
MJ Hay,New Zealand,7,7,6,1,186,187,13,8,1,0,99,99.47,31.0
MJ Henry,New Zealand,37,37,26,11,270,298,22,11,0,0,48,90.6,10.38
MJ Hoggard,England,2,2,2,0,5,11,0,0,0,0,5,45.45,2.5
MJ Humphreys,Ireland,3,3,1,2,6,10,1,0,0,0,4,60.0,6.0
MJ Lumb,England,3,3,3,0,165,206,12,3,0,1,106,80.1,55.0
MJ Mason,New Zealand,5,5,3,2,20,41,2,0,0,0,13,48.78,6.67
MJ McClenaghan,New Zealand,14,14,5,9,108,143,10,3,0,0,34,75.52,21.6
MJ North,Australia,2,2,2,0,6,19,0,0,0,0,5,31.58,3.0
MJ Owen,Australia,2,2,2,0,37,28,2,3,0,0,36,132.14,18.5
MJ Potts,England,6,6,1,5,45,62,1,1,0,0,15,72.58,45.0
MJ Prior,England,57,57,50,7,1229,1652,132,6,3,0,87,74.39,24.58
MJ Santner,New Zealand,91,91,59,32,1573,1730,114,50,3,0,67,90.92,26.66
MJ Swepson,Australia,1,1,1,0,2,2,0,0,0,0,2,100.0,2.0
MJG Nielsen,New Zealand,6,6,4,2,25,47,2,0,0,0,16,53.19,6.25
MJG Rippon,Netherlands,4,4,4,0,112,160,9,3,1,0,67,70.0,28.0
MK Pandey,India,23,23,16,7,558,624,45,5,2,1,104,89.42,34.88
MK Tiwary,India,12,12,12,0,287,412,24,3,1,1,104,69.66,23.92
MK Villiers,England,3,3,3,0,32,32,3,0,0,0,14,100.0,10.67
MKDI Amerasinghe,Sri Lanka,3,3,0,0,5,7,1,0,0,0,5,71.43,inf
MKGCP Lakshitha,Sri Lanka,1,1,1,0,4,6,0,0,0,0,4,66.67,4.0
ML Cummins,West Indies,2,2,1,1,5,9,1,0,0,0,4,55.56,5.0
ML Green,New Zealand,73,74,62,12,1812,2489,155,11,9,1,100,72.8,29.23
ML Hayden,Australia,96,96,87,9,3939,4956,411,58,20,7,181,79.48,45.28
ML Lewis,Australia,1,1,0,0,4,4,0,0,0,0,4,100.0,inf
ML Nkala,Zimbabwe,10,10,9,1,125,178,12,2,0,0,47,70.22,13.89
ML Patel,Kenya,2,2,2,0,15,61,0,0,0,0,15,24.59,7.5
ML Schutt,Australia,21,21,15,6,84,166,6,0,0,0,14,50.6,5.6
ML Udawatte,Sri Lanka,8,8,8,0,243,367,24,2,2,0,73,66.21,30.38
MM Ali,England,110,110,96,14,2278,2418,199,71,6,3,128,94.21,23.73
MM English,Scotland,1,1,1,0,107,124,9,2,0,1,107,86.29,107.0
MM Iqbal,Scotland,2,2,2,0,16,58,0,0,0,0,10,27.59,8.0
MM Lanning,Australia,76,76,63,13,3555,3985,437,29,19,10,152,89.21,56.43
MM Letsoalo,South Africa,6,6,3,3,17,55,1,0,0,0,5,30.91,5.67
MM Patel,India,24,24,11,13,74,114,7,1,0,0,15,64.91,6.73
MM Penfold,New Zealand,7,7,6,1,12,52,0,0,0,0,5,23.08,2.0
MM Sharma,India,9,9,4,5,31,66,5,0,0,0,11,46.97,7.75
MMA Jonkman,Netherlands,1,1,1,0,13,38,2,0,0,0,13,34.21,13.0
MN Nawaz,Sri Lanka,1,1,0,0,15,22,0,0,0,0,15,68.18,inf
MN Samuels,West Indies,142,142,123,19,4205,5654,384,102,20,9,133,74.37,34.19
MN Waller,Zimbabwe,51,51,48,3,1039,1383,106,10,4,0,99,75.13,21.65
MN van Wyk,South Africa,16,16,16,0,425,631,48,4,4,0,82,67.35,26.56
MNK Fernando,Sri Lanka,5,5,5,0,89,135,12,0,1,0,50,65.93,17.8
MO Jones,Bermuda,6,6,6,0,58,72,4,4,0,0,27,80.56,9.67
MO Odumbe,Kenya,10,10,7,3,324,363,31,2,2,0,54,89.26,46.29
MP Breetzke,South Africa,12,12,11,1,706,743,60,17,6,1,150,95.02,64.18
MP Kuhnemann,Australia,2,2,2,0,16,15,3,0,0,0,15,106.67,8.0
MP O'Dowd,Netherlands,63,63,59,4,2111,2904,208,36,15,1,158,72.69,35.78
MP Stoinis,Australia,63,63,55,8,1489,1622,133,49,6,1,146,91.8,27.07
MP Vaughan,England,56,56,50,6,1382,2118,143,10,10,0,90,65.25,27.64
MQ Sheikh,Scotland,2,2,2,0,6,21,0,0,0,0,4,28.57,3.0
MR Adair,Ireland,34,34,21,13,448,421,34,21,0,0,32,106.41,21.33
MR Aguilleira,West Indies,25,25,22,3,323,598,26,3,0,0,46,54.01,14.68
MR Gillespie,New Zealand,10,10,5,5,80,95,8,1,0,0,28,84.21,16.0
MR Johnson,United States of America,2,2,2,0,20,23,3,0,0,0,20,86.96,10.0
